odor	ריח
barrios	באריוס
debbie	דבי
haemek	העמק
microtus	נברן
throne	כס
chapelle	שאפל
schick	שיק
seleucus	סלאוקוס
buganda	בוגנדה
nashville	נאשוויל
wehrmacht	ורמאכט
ulrich	אולריך
equatoria	אקווטוריה
schmid	שמיד
ilona	אילונה
graves	גרייבס
hobbit	הוביט
casablanca	קזבלנקה
constantius	קונסטנטיוס
liam	ליאם
harish	חריש
canaan	כנען
goldwasser	גולדווסר
ungulate	פרסתנים
drucker	דרוקר
goldfinger	גולדפינגר
lillian	ליליאן
reineh	ריינה
mahogany	מהגוני
iglesias	איגלסיאס
cassiopeia	קסיופאה
nyquist	נייקוויסט
pandemic	מגפה
schreiber	שרייבר
flynn	פלין
imre	אימרה
turquoise	טורקיז
almagor	אלמגור
kushnir	קושניר
rialto	ריאלטו
fashion	אופנה
strega	סטרגה
forbes	פורבס
kramer	קרמר
linguistics	בלשנות
elisha	אלישע
allosaurus	אלוזאור
echis	אפעה
awad	עווד
milwaukee	מילווקי
livni	לבני
ardipithecus	ארדיפיתקוס
cabaret	קברט
hercules	הרקולס
mattat	מתת
electronics	אלקטרוניקה
cucumber	מלפפון
yadin	ידין
pizza	פיצה
transcription	שעתוק
skylon	סקיילון
morocco	מרוקו
assisi	אסיזי
feinberg	פיינברג
hummingbird	קוליבריים
cináed	קיניאוד
romano	רומנו
tesla	טסלה
explorer	אקספלורר
galileo	גלילאו
michaeli	מיכאלי
nephilim	נפיל
kirschenbaum	קירשנבאום
acropolis	אקרופוליס
neruda	נרודה
eliran	אלירן
talpiot	תלפיות
almond	אלמונד
cinematheque	סינמטק
vilner	וילנר
benito	בניטו
segev	שגב
tofu	טופו
frumkin	פרומקין
nickel	ניקל
vasa	ואסה
deus	דאוס
arbel	ארבל
sigebert	סיגברט
pair	זוג
biennale	ביאנלה
sucre	סוקרה
capsicum	פלפלת
heinkel	היינקל
mursili	מורשיליש
dietrich	דיטריך
morse	מורס
gladiator	גלדיאטור
winograd	וינוגרד
reinhardt	ריינהרדט
handler	הנדלר
mckinley	מקינלי
ostrovsky	אוסטרובסקי
mandelbaum	מנדלבאום
steinitz	שטייניץ
shaked	שקד
yazdegerd	יזדגרד
audrey	אודרי
pag	פג
egon	אגון
generalization	הכללה
tudhaliya	תודחליאש
topaz	טופז
megiddo	מגידו
kristol	קריסטול
schatz	שץ
anemia	אנמיה
ortega	אורטגה
dagan	דגן
macro	מאקרו
chromosome	כרומוזום
banana	בננה
marciano	מרציאנו
lazar	לזר
gustavo	גוסטבו
scholl	שול
yao	יאו
kasher	כשר
berg	ברג
theodora	תאודורה
khan	חאן
watson	ווטסון
moshe	משה
barnes	בארנס
tokyo	טוקיו
nabi	נבי
harvey	הארווי
pakistan	פקיסטן
dirac	דיראק
istanbul	איסטנבול
johannes	יוהנס
harry	הארי
kfar	כפר
asher	אשר
drama	דרמה
brutus	ברוטוס
vietnam	וייטנאם
mozart	מוצרט
château	שאטו
capital	הון
energy	אנרגיה
ramla	רמלה
baku	באקו
prague	פראג
françois	פרנסואה
maximilian	מקסימיליאן
luca	לוקה
real	ריאל
strauss	שטראוס
poitiers	פואטייה
parkinson	פרקינסון
artery	עורק
proton	פרוטון
copenhagen	קופנהגן
cake	עוגת
driving	נהיגה
córdoba	קורדובה
adam	אדם
rachel	רחל
said	סעיד
al	אל
tamarin	טמרין
shabbat	שבת
ontario	אונטריו
torah	תורה
arnon	ארנון
cover	כיסוי
ehud	אהוד
joachim	יואכים
body	גוף
ramat	רמת
dino	דינו
warner	וורנר
warsaw	ורשה
griffin	גריפין
rosenthal	רוזנטל
awareness	מודעות
oracle	אורקל
bahrain	בחריין
terrier	טרייר
fiat	פיאט
tree	עץ
base	בסיס
triumph	טריומף
rob	רוב
natalia	נטליה
ibrahim	איברהים
norton	נורטון
gottfried	גוטפריד
slavery	עבדות
rio	ריו
armour	שריון
auster	אוסטר
doubt	ספק
therapy	טיפול
empire	האימפריה
ryan	ראיין
menachem	מנחם
mccarthy	מקארתי
augustus	אוגוסטוס
alon	אלון
hoover	הובר
nara	נארה
pesaro	פזארו
cromwell	קרומוול
fernández	פרננדס
itamar	איתמר
bronfman	ברונפמן
slovakia	סלובקיה
hudson	הדסון
competition	תחרות
mendoza	מנדוסה
jericho	יריחו
vermont	ורמונט
ecuador	אקוודור
fossil	מאובן
geology	גאולוגיה
greg	גרג
pinto	פינטו
via	ויה
wade	וייד
theorem	משפט
yoram	יורם
rav	רב
alphabet	אלפבית
hakham	חכם
eva	אווה
quintus	קווינטוס
modus	מודוס
theatre	תיאטרון
malcolm	מלקולם
young	יאנג
eldar	אלדר
hadassah	הדסה
organizational	ארגונית
stockholm	סטוקהולם
banai	בנאי
hen	חן
sonic	סוניק
violence	אלימות
assault	תקיפה
webster	ובסטר
dreyfus	דרייפוס
sandy	סנדי
derivative	נגזרת
rubber	גומי
binary	בינארי
sally	סאלי
higgs	היגס
sukhumi	סוחומי
porat	פורת
wes	וס
astana	אסטנה
rodrigo	רודריגו
dissociation	דיסוציאציה
peled	פלד
tarif	טריף
testing	בדיקות
christina	כריסטינה
ashdod	אשדוד
rokeach	רוקח
pop	פופ
spin	ספין
amy	איימי
protein	חלבון
algorithm	אלגוריתם
herzliya	הרצליה
van	ואן
singapore	סינגפור
bay	מפרץ
douglas	דאגלס
wrestling	היאבקות
kiel	קיל
video	וידאו
titanic	טיטניק
camden	קמדן
mercer	מרסר
cushing	קושינג
ahva	אחווה
mevo	מבוא
battalion	גדוד
hormone	הורמון
archimedes	ארכימדס
fonda	פונדה
kirk	קירק
bikini	ביקיני
rivera	ריברה
potsdam	פוטסדאם
duff	דאף
potemkin	פוטיומקין
chełm	חלם
mali	מאלי
aristobulus	אריסטובולוס
filter	מסנן
nadia	נדיה
augusto	אוגוסטו
herschel	הרשל
barbican	ברביקן
oman	עומאן
incubation	אינקובציה
somalia	סומליה
pauli	פאולי
ismail	איסמעיל
clive	קלייב
pahlavi	פהלווי
connecticut	קונטיקט
hubble	האבל
schlesinger	שלזינגר
schocken	שוקן
orly	אורלי
strela	סטרלה
flores	פלורס
dubai	דובאי
louisiana	לואיזיאנה
denver	דנוור
plymouth	פלימות
tapir	טפיר
hebron	חברון
rodney	רודני
prison	כלא
senegal	סנגל
berlin	ברלין
israel	ישראל
khashuri	חאשורי
antonov	אנטונוב
taranto	טאראנטו
anguilla	אנגווילה
jutland	יוטלנד
dizengoff	דיזנגוף
bengal	בנגל
hero	גיבור
dassault	דאסו
pumice	פומיס
plus	פלוס
segovia	סגוביה
whitman	ויטמן
neptune	נפטון
leipzig	לייפציג
planck	פלאנק
line	קו
printing	דפוס
zeus	זאוס
psychology	פסיכולוגיה
september	בספטמבר
edmund	אדמונד
eucalyptus	אקליפטוס
lokomotiv	לוקומוטיב
quality	איכות
frances	פרנסס
utrecht	אוטרכט
bulldog	בולדוג
declaration	הצהרת
marie	מארי
suriname	סורינאם
lars	לארס
trinidad	טרינידד
islands	איי
project	פרויקט
gate	שער
building	בניין
norbert	נורברט
transparency	שקיפות
ohrid	אוחריד
issachar	יששכר
suvorov	סובורוב
möbius	מביוס
esterházy	אסטרהאזי
somme	סום
mach	מאך
indigo	אינדיגו
censorship	צנזורה
tayeb	טייב
lublin	לובלין
zurich	ציריך
consciousness	תודעה
petrov	פטרוב
bottle	בקבוק
borges	בורחס
oboe	אבוב
carnot	קרנו
marmara	מרמרה
capitalism	קפיטליזם
trujillo	טרוחיו
campo	קמפו
flavius	פלביוס
globalization	גלובליזציה
lotte	לוטה
khimki	חימקי
sakharov	סחרוב
porter	פורטר
benin	בנין
katznelson	כצנלסון
marsala	מרסלה
ramadan	רמדאן
lamborghini	למבורגיני
bolton	בולטון
redgrave	רדגרייב
cretaceous	קרטיקון
emilia	אמיליה
cox	קוקס
trauma	טראומה
hadera	חדרה
subaru	סובארו
somaliland	סומלילנד
brontë	ברונטה
fog	ערפל
parenting	הורות
huffman	האפמן
oni	אוני
renault	רנו
iguana	איגואנה
boleyn	בוליין
amram	עמרם
rayman	ריימן
yorkshire	יורקשייר
chomsky	חומסקי
boateng	בואטנג
avogadro	אבוגדרו
helmholtz	הלמהולץ
moment	מומנט
yar	יאר
scimitar	סימיטר
tyson	טייסון
abbas	עבאס
leak	דליפה
rupert	רופרט
samir	סמיר
nahariya	נהריה
voltage	מתח
midway	מידוויי
balboa	בלבואה
orna	אורנה
schuster	שוסטר
minkowski	מינקובסקי
brennan	ברנן
goa	גואה
abramson	אברמסון
citizenship	אזרחות
cincinnati	סינסינטי
stern	שטרן
kinneret	כנרת
antonius	אנטוניוס
nantes	נאנט
nino	נינו
abramov	אברמוב
mons	מונס
buckingham	בקינגהאם
pershing	פרשינג
bir	ביר
melvin	מלווין
tunguska	טונגוסקה
tehran	טהראן
bergen	ברגן
schindler	שינדלר
edelstein	אדלשטיין
spitz	שפיץ
goran	גוראן
philidor	פילידור
fatigue	עייפות
atticus	אטיקוס
hindenburg	הינדנבורג
partnership	שותפות
caspi	כספי
trafalgar	טרפלגר
kyoto	קיוטו
cambridge	קיימברידג
schmitz	שמיץ
mclaren	מקלארן
sarajevo	סראייבו
levin	לוין
sierra	סיירה
orion	אוריון
johann	יוהאן
caro	קארו
expression	ביטוי
amadeus	אמדאוס
mercator	מרקטור
device	אמצעי
writing	כתיבה
ericsson	אריקסון
kimhi	קמחי
disneyland	דיסנילנד
shane	שיין
hawker	הוקר
copper	נחושת
tax	מס
potential	פוטנציאל
ulysses	יוליסס
marathon	מרתון
variable	משתנה
edinburgh	אדינבורו
superman	סופרמן
architecture	אדריכלות
shaw	שו
neumann	נוימן
chicago	שיקגו
halberstam	הלברשטאם
scale	סולם
falls	מפלי
évora	אבורה
tracy	טרייסי
syllogism	סילוגיזם
pain	כאב
romeo	רומיאו
fever	קדחת
sodium	נתרן
rosenberg	רוזנברג
codex	קודקס
shelf	מדף
exodus	אקסודוס
kidney	כליה
macbeth	מקבת
jános	יאנוש
ilan	אילן
norfolk	נורפוק
hirsch	הירש
pedro	פדרו
shark	כריש
aviation	תעופה
lotus	לוטוס
polo	פולו
derby	דרבי
strait	מצר
yardena	ירדנה
kohlberg	קולברג
biotechnology	ביוטכנולוגיה
gadot	גדות
pitești	פיטשט
cambyses	כנבוזי
dvir	דביר
cyperus	גומא
statistical	סטטיסטית
omsk	אומסק
arabic	ערבית
dehydrogenase	דהידרוגנאז
matalon	מטלון
isomer	איזומר
botswana	בוטסואנה
taxon	טקסון
burmese	בורמזי
bamberg	במברג
holstein	הולשטיין
babe	בייב
lenny	לני
revivo	רביבו
io	איו
mcmahon	מקמהון
astrakhan	אסטרחן
amélie	אמלי
riklis	ריקליס
combinatorics	קומבינטוריקה
conditioning	התניה
blob	בלוב
oppenheim	אופנהיים
gonen	גונן
dominus	דומינוס
hampstead	המפסטד
tskitishvili	צכיטישווילי
obama	אובמה
danziger	דנציגר
neckar	נקר
miliband	מיליבנד
erg	ארג
pellegrini	פלגריני
ludovisi	לודוויזי
kinder	קינדר
bugatti	בוגאטי
dayan	דיין
passport	דרכון
telegram	מברק
isomorphism	איזומורפיזם
scattering	פיזור
atmosphere	אטמוספירה
ephedra	שרביטן
guilt	אשמה
karelitz	קרליץ
burla	בורלא
aikido	אייקידו
kristin	קריסטין
barkai	ברקאי
khabarovsk	חברובסק
ronaldsay	רונלדסיי
chef	שף
lorenzo	לורנצו
manitoba	מניטובה
mitsubishi	מיצובישי
papaver	פרג
disney	דיסני
wiesel	ויזל
marvin	מרווין
ashkenaz	אשכנז
halutz	חלוץ
wimbledon	וימבלדון
lord	לורד
byron	ביירון
cardoso	קרדוזו
heletz	חלץ
bergner	ברגנר
wage	שכר
nymphaea	נימפאה
tanker	מכלית
phosphorylation	זירחון
mazar	מזר
manga	מאנגה
fraud	הונאה
niven	ניבן
gadsden	גדסדן
profession	מקצוע
cayenne	קאיין
clint	קלינט
lazarov	לזרוב
greyhound	גרייהאונד
alicia	אלישה
stork	חסידה
rodriguez	רודריגז
iceman	אייסמן
doris	דוריס
nussbaum	נוסבאום
boson	בוזון
phelps	פלפס
smart	סמארט
sandoval	סנדובל
protease	פרוטאז
waldorf	ולדורף
hank	האנק
podgorica	פודגוריצה
peso	פסו
clementi	קלמנטי
shlomtzion	שלומציון
beckett	בקט
paranthropus	פרנתרופוס
albin	אלבין
canzone	קנצונה
michels	מיכלס
nebuchadnezzar	נבוכדנצר
engel	אנגל
abramsky	אברמסקי
lapidot	לפידות
presley	פרסלי
ashur	אשור
embolism	תסחיף
leroy	לירוי
punishment	ענישה
gaia	גאיה
aluminium	אלומיניום
chevrolet	שברולט
designer	מעצב
lindo	לינדו
impressionism	אימפרסיוניזם
poseidon	פוסידון
berliner	ברלינר
simca	סימקה
minnelli	מינלי
salo	סאלו
sebastiano	סבסטיאנו
hussein	חוסיין
guadalcanal	גוודלקנל
soda	סודה
eating	אכילה
homeostasis	הומאוסטזה
doug	דאג
exposure	חשיפה
hollander	הולנדר
degania	דגניה
goldhaber	גולדהבר
mannheim	מנהיים
crocodile	תנין
timothy	טימותי
malkin	מלכין
bangalore	בנגלור
persona	פרסונה
hilary	הילארי
technetium	טכנציום
hilde	הילדה
paavo	פאבו
michaelis	מיכאליס
hitomi	היטומי
zoom	זום
octave	אוקטבה
breathing	נשימה
weinreich	ויינרייך
otniel	עתניאל
malinovsky	מלינובסקי
schrödinger	שרדינגר
dachau	דכאו
bamberger	במברגר
kipnis	קיפניס
mel	מל
conductivity	מוליכות
coriolis	קוריוליס
seiðr	סאיד
archaeology	ארכאולוגיה
neutron	נייטרון
curtis	קרטיס
gong	גונג
lobster	לובסטר
perlmutter	פרלמוטר
elevator	מעלית
barcelona	ברצלונה
positivism	פוזיטיביזם
fiona	פיונה
shamil	שאמיל
amarcord	זיכרונות
modigliani	מודיליאני
quneitra	קוניטרה
wood	ווד
nadal	נדאל
saponaria	בורית
eileen	איילין
arrest	מעצר
frankenstein	פרנקנשטיין
hogwarts	הוגוורטס
fascism	פשיזם
espresso	אספרסו
option	אופציה
thuringia	תורינגיה
wax	שעווה
ebony	הובנה
amnesia	אמנזיה
shame	בושה
osbourne	אוסבורן
buchholz	בוכהולץ
vidal	וידאל
keller	קלר
tasmania	טסמניה
